age,income,experience_years,education_years,hours_worked_per_week,satisfaction_score,department,city,performance_rating,projects_completed,training_hours,remote_work_ratio,tenure_years,overtime_hours,target_salary
66.0,85992.34,48.0,16.0,33.3,5.31,Finance,Sylhet,4.0,8.0,39.1,0.795,47.0,0.0,87538.55
41.0,42324.86,23.0,13.0,29.9,4.93,Marketing,chittagong,4.0,3.0,7.1,0.435,21.0,1.8,51736.54
57.0,75901.09,38.0,13.0,43.6,8.56,HR,Sylhet,3.0,2.0,10.4,0.59,37.0,0.0,75182.0
55.0,65071.71,36.0,9.0,33.8,7.62,Engineering,Chittagong,5.0,8.0,5.5,0.402,,11.5,73199.05
66.0,62495.0,45.0,9.0,,7.08,Engineering,Rajshahi,4.0,4.0,2.9,0.7,44.0,3.0,65812.78
40.0,58593.54,20.0,15.0,55.3,6.86,Engineering,Sylhet,4.0,6.0,9.6,0.144,20.0,4.3,58871.47
51.0,68290.85,32.0,18.0,33.9,6.69,HR,Rajshahi,5.0,9.0,42.0,0.353,32.0,2.0,73810.88
44.0,,26.0,18.0,39.7,7.04,Finance,Rajshahi,4.0,3.0,1.7,0.537,25.0,10.6,43293.08
22.0,44382.7,1.0,19.0,39.8,5.24,Sales,Chittagong,3.0,3.0,,0.158,0.0,0.0,42739.45
27.0,,8.0,16.0,40.0,7.93,Marketing,Sylhet,4.0,4.0,0.0,0.406,7.0,0.0,46596.06
44.0,56708.03,25.0,15.0,18.3,7.42,Sales,Khulna,5.0,12.0,29.7,0.674,24.0,1.8,57282.6
20.0,23223.36,1.0,11.0,44.4,7.24,Marketing,Khulna,4.0,6.0,11.6,0.873,1.0,0.8,14460.45
36.0,42095.03,,18.0,49.7,7.7,Engineering,Khulna,3.0,,23.9,0.622,16.0,6.9,42195.5
48.0,58616.29,27.0,9.0,36.4,6.6,Finance,Rajshahi,3.0,2.0,31.9,0.568,25.0,5.0,43907.16
,41015.81,27.0,13.0,47.2,5.51,Finance,Rajshahi,3.0,5.0,4.0,0.445,27.0,4.7,46434.86
52.0,77896.73,34.0,17.0,33.6,2.45,Sales,Khulna,3.0,4.0,141.1,0.078,32.0,9.9,66234.85
44.0,58516.16,22.0,10.0,42.8,,HR,Sylhet,3.0,8.0,9.8,0.6,21.0,2.5,54523.77
30.0,48967.4,12.0,10.0,41.9,7.08,Marketing,Khulna,4.0,4.0,20.7,0.503,10.0,14.0,36736.23
48.0,52542.53,27.0,18.0,33.6,4.65,Sales,Sylhet,3.0,6.0,12.1,0.61,27.0,0.0,52438.3
28.0,46107.89,10.0,11.0,41.7,6.25,Sales,Sylhet,4.0,5.0,7.2,0.103,9.0,3.2,39544.53
65.0,,46.0,12.0,39.6,3.54,HR,Rajshahi,4.0,5.0,9.0,0.562,46.0,3.6,65955.45
54.0,64519.0,35.0,17.0,38.0,8.82,Sales,Khulna,5.0,3.0,0.6,0.447,33.0,1.3,63368.2
23.0,37217.32,3.0,10.0,32.1,5.17,Engineering,Sylhet,4.0,5.0,14.8,0.563,1.0,3.6,33260.64
64.0,79744.3,45.0,18.0,45.9,7.3,Marketing,Khulna,4.0,5.0,13.7,0.336,43.0,0.3,74440.92
34.0,46665.69,16.0,10.0,40.2,6.25,Engineering,Dhaka,3.0,6.0,11.2,0.39,14.0,2.9,36204.85
37.0,40908.55,15.0,16.0,46.4,6.22,Engineering,Sylhet,4.0,8.0,4.5,0.911,13.0,2.9,39086.5
19.0,40648.71,0.0,16.0,,7.27,HR,Chittagong,3.0,3.0,7.1,0.459,0.0,10.3,33176.77
47.0,58585.18,26.0,,46.4,5.14,Finance,Khulna,5.0,2.0,12.6,0.61,24.0,1.1,43918.36
41.0,68992.46,22.0,9.0,34.2,7.31,Finance,Sylhet,3.0,4.0,54.6,0.244,20.0,11.5,58848.09
21.0,33285.28,0.0,17.0,36.2,6.76,HR,Rajshahi,4.0,3.0,,0.432,0.0,4.2,25933.1
41.0,55418.79,20.0,13.0,32.7,6.38,Marketing,Dhaka,4.0,5.0,33.9,0.333,20.0,4.4,44823.88
42.0,55901.84,24.0,12.0,30.8,7.65,HR,Dhaka,3.0,7.0,37.5,0.365,22.0,5.1,54511.79
48.0,57477.2,28.0,15.0,31.3,7.15,Sales,Khulna,3.0,5.0,25.7,0.61,28.0,4.1,53079.08
54.0,61426.75,34.0,16.0,32.1,9.41,Finance,Dhaka,3.0,4.0,0.8,0.74,32.0,10.5,60243.0
57.0,60249.19,36.0,8.0,46.3,8.75,Finance,Rajshahi,3.0,9.0,16.2,0.62,34.0,11.5,65784.54
67.0,70012.05,45.0,8.0,31.9,5.06,Engineering,Dhaka,4.0,3.0,8.8,0.711,44.0,4.1,66316.91
23.0,37056.52,3.0,12.0,33.7,8.2,Marketing,Rajshahi,3.0,3.0,5.9,0.41,3.0,3.6,21273.03
59.0,55550.41,38.0,14.0,45.4,7.59,Sales,Khulna,5.0,6.0,74.9,0.605,36.0,4.3,61697.14
36.0,47340.48,17.0,18.0,29.3,4.53,Engineering,Sylhet,5.0,6.0,7.8,0.468,15.0,6.4,52056.13
37.0,65626.83,15.0,13.0,36.2,3.61,Engineering,Chittagong,3.0,3.0,31.7,,15.0,7.9,57160.6
62.0,79003.6,43.0,13.0,37.7,5.84,Engineering,Rajshahi,2.0,4.0,,0.649,41.0,6.9,77554.48
50.0,64092.23,29.0,12.0,32.0,7.45,Engineering,Sylhet,5.0,6.0,17.1,0.617,28.0,1.8,64756.62
58.0,65066.39,37.0,10.0,44.7,8.58,Engineering,Dhaka,4.0,6.0,,0.47,35.0,7.5,57766.22
44.0,59347.12,22.0,11.0,32.5,5.34,HR,Dhaka,4.0,8.0,15.5,0.235,22.0,0.0,51253.24
28.0,47152.39,10.0,11.0,26.9,2.75,Engineering,Chittagong,,4.0,13.7,0.932,8.0,11.0,43518.44
36.0,58853.22,15.0,9.0,,6.64,HR,Rajshahi,4.0,6.0,8.9,0.31,13.0,5.2,52003.83
50.0,57937.32,28.0,13.0,39.7,6.57,Engineering,Chittagong,3.0,5.0,23.6,0.238,27.0,3.5,50082.42
56.0,61665.16,38.0,14.0,45.1,8.54,Sales,Khulna,4.0,3.0,4.2,0.754,38.0,1.6,71004.02
41.0,55921.79,20.0,18.0,45.2,10.0,Engineering,Khulna,2.0,6.0,,0.595,20.0,4.2,49446.52
68.0,77975.09,50.0,15.0,46.0,4.58,Engineering,Sylhet,2.0,6.0,0.5,0.785,50.0,3.0,90356.7
42.0,38511.83,22.0,19.0,39.3,8.1,Engineering,Khulna,3.0,5.0,4.2,0.894,21.0,6.2,40798.44
57.0,70738.99,36.0,16.0,51.9,7.88,Engineering,Sylhet,3.0,9.0,17.6,0.671,34.0,7.0,75157.47
30.0,52763.18,,15.0,44.0,7.94,Sales,Sylhet,5.0,5.0,1.0,0.603,10.0,1.6,55503.92
26.0,33961.42,5.0,16.0,44.5,7.95,Finance,Rajshahi,4.0,2.0,111.4,0.243,4.0,1.1,31894.45
53.0,71381.31,33.0,,42.1,5.03,Engineering,Chittagong,3.0,3.0,27.3,0.537,31.0,5.9,62898.97
64.0,62438.29,46.0,10.0,51.5,3.97,Finance,Dhaka,1.0,6.0,5.1,0.894,,1.7,63756.05
46.0,52359.85,28.0,9.0,47.9,8.51,Engineering,Chittagong,1.0,9.0,8.7,0.366,,4.1,51192.05
41.0,58825.16,22.0,19.0,58.2,5.28,Engineering,Khulna,3.0,6.0,14.9,0.346,20.0,6.4,57778.08
42.0,59760.4,22.0,13.0,48.0,7.51,Marketing,Rajshahi,3.0,4.0,17.6,0.234,22.0,9.6,55410.1
33.0,53516.49,11.0,16.0,42.4,9.2,HR,Rajshahi,3.0,6.0,4.7,0.852,9.0,5.7,47415.31
44.0,49018.74,23.0,9.0,31.9,8.31,Engineering,Khulna,4.0,3.0,18.0,0.494,22.0,1.2,41770.56
25.0,46107.87,4.0,11.0,48.4,,Sales,Khulna,3.0,2.0,4.7,0.869,3.0,8.6,36824.23
34.0,47677.42,13.0,8.0,33.0,10.0,HR,Sylhet,2.0,3.0,4.3,,12.0,0.0,43941.86
56.0,63456.7,35.0,9.0,53.0,6.9,Finance,khulna,2.0,8.0,9.5,0.626,33.0,9.7,65505.29
45.0,,23.0,11.0,37.5,6.22,Engineering,Rajshahi,3.0,3.0,5.8,0.715,22.0,7.1,60676.72
29.0,46628.44,8.0,18.0,40.5,7.76,Finance,Khulna,2.0,6.0,2.6,0.662,8.0,1.7,44995.52
55.0,62759.2,35.0,18.0,49.8,7.63,HR,Khulna,5.0,9.0,1.8,0.623,34.0,4.5,72747.45
43.0,53630.27,23.0,17.0,33.3,8.71,Finance,Dhaka,4.0,3.0,23.4,0.16,23.0,0.0,51093.04
69.0,69424.43,49.0,19.0,41.7,5.91,Engineering,Rajshahi,3.0,5.0,30.6,0.755,47.0,4.1,79611.18
65.0,73281.49,46.0,17.0,46.8,7.9,Engineering,Khulna,1.0,1.0,,0.928,46.0,6.0,75300.0
38.0,45770.02,20.0,13.0,41.1,4.53,Engineering,Chittagong,4.0,4.0,4.2,0.538,19.0,1.6,42743.84
35.0,56295.74,15.0,19.0,36.9,7.15,HR,Chittagong,3.0,4.0,17.0,0.229,14.0,4.2,45490.09
40.0,56136.84,19.0,14.0,44.4,6.78,Engineering,Rajshahi,4.0,6.0,4.4,0.647,18.0,3.0,56771.87
42.0,60610.37,21.0,16.0,37.9,10.0,Marketing,Dhaka,3.0,7.0,6.9,0.708,,5.4,55919.0
67.0,66242.39,46.0,12.0,34.2,7.14,Engineering,Rajshahi,5.0,7.0,30.1,0.419,,7.1,77900.31
63.0,81855.24,45.0,10.0,51.8,6.89,Engineering,Khulna,5.0,7.0,18.9,0.399,44.0,11.7,94119.98
37.0,58410.43,15.0,13.0,36.7,4.86,Finance,Sylhet,4.0,6.0,0.4,0.354,15.0,0.0,55637.94
21.0,35345.71,0.0,10.0,38.0,8.4,Marketing,Rajshahi,4.0,3.0,12.7,0.068,0.0,11.3,29301.75
66.0,76652.32,48.0,19.0,42.8,5.41,Sales,Chittagong,,6.0,5.9,0.553,47.0,4.6,83632.16
52.0,61407.03,34.0,8.0,55.8,6.44,Engineering,Chittagong,3.0,4.0,54.2,0.187,32.0,10.7,
54.0,68062.68,34.0,17.0,47.2,6.28,Marketing,Chittagong,4.0,5.0,3.1,0.379,33.0,0.7,70222.78
67.0,91244.06,45.0,11.0,52.2,6.39,Engineering,Sylhet,3.0,6.0,9.8,0.258,43.0,13.0,74495.75
28.0,42313.14,10.0,18.0,45.3,7.03,Sales,Khulna,2.0,5.0,19.2,0.52,10.0,7.8,42417.51
41.0,58104.42,19.0,17.0,34.3,5.77,HR,Khulna,3.0,5.0,7.8,0.303,,0.1,61750.87
62.0,60767.04,44.0,12.0,37.4,6.97,HR,Sylhet,4.0,5.0,8.6,0.482,44.0,4.3,64751.09
47.0,68633.71,27.0,19.0,30.0,6.96,Marketing,Rajshahi,3.0,5.0,21.0,0.26,26.0,6.4,56865.19
53.0,68076.73,35.0,11.0,47.4,5.21,Engineering,Rajshahi,,5.0,3.6,0.836,34.0,0.0,50223.69
19.0,31675.87,1.0,16.0,38.1,5.72,Marketing,Rajshahi,4.0,3.0,18.4,0.646,1.0,1.3,31469.91
69.0,76872.53,50.0,,43.6,9.6,Engineering,Rajshahi,4.0,2.0,1.5,0.729,,7.1,84041.74
68.0,79927.44,48.0,15.0,36.6,10.0,Engineering,Chittagong,3.0,5.0,50.5,0.584,47.0,0.0,84812.04
49.0,77989.69,29.0,13.0,35.8,9.88,HR,Khulna,3.0,7.0,21.2,0.501,27.0,0.0,66451.88
,68010.93,37.0,18.0,,7.35,Engineering,Dhaka,4.0,8.0,18.4,0.116,37.0,6.3,71790.94
32.0,38303.99,10.0,14.0,46.8,8.14,HR,Khulna,3.0,7.0,36.5,0.799,8.0,5.3,33100.57
40.0,60175.13,18.0,19.0,37.3,7.01,Marketing,Khulna,4.0,2.0,13.4,0.361,17.0,,67144.85
40.0,49612.06,18.0,9.0,47.2,5.45,Marketing,Rajshahi,3.0,5.0,1.0,0.344,18.0,11.0,51279.89
31.0,43371.78,12.0,9.0,20.6,8.63,Finance,Rajshahi,4.0,2.0,7.4,0.249,12.0,9.9,26809.21
24.0,49964.84,2.0,14.0,46.1,5.58,Marketing,Rajshahi,4.0,5.0,3.2,0.78,0.0,2.5,40203.93
40.0,58721.36,22.0,19.0,52.5,6.41,Finance,Chittagong,3.0,,1.1,0.573,22.0,8.3,65656.1
55.0,56600.71,36.0,11.0,35.4,6.19,Sales,Chittagong,2.0,5.0,14.9,0.242,35.0,5.9,52753.35
49.0,55306.01,28.0,8.0,40.3,4.3,Sales,Chittagong,3.0,6.0,43.2,0.456,26.0,5.2,48064.16
31.0,50352.7,11.0,11.0,33.6,6.34,Sales,Khulna,4.0,8.0,18.7,0.24,9.0,9.7,41077.28
20.0,41776.81,0.0,17.0,39.6,6.65,Sales,Dhaka,3.0,3.0,52.1,0.618,0.0,0.0,31772.43
45.0,39405.63,26.0,15.0,48.6,6.38,Engineering,Rajshahi,2.0,3.0,19.9,0.632,24.0,4.3,40719.33
19.0,34899.32,1.0,14.0,31.3,8.18,Marketing,Rajshahi,2.0,6.0,12.7,0.692,0.0,12.0,27127.88
23.0,33802.36,2.0,,43.1,6.75,Sales,Khulna,5.0,4.0,9.7,0.76,0.0,3.6,34947.74
19.0,39623.2,0.0,13.0,41.3,4.39,Marketing,Dhaka,4.0,8.0,29.1,0.734,0.0,0.0,23887.0
62.0,76280.67,44.0,12.0,32.9,8.16,Marketing,Sylhet,5.0,3.0,6.4,0.406,42.0,7.5,79139.01
46.0,57041.89,27.0,16.0,36.0,9.18,Engineering,Chittagong,4.0,,27.8,0.417,27.0,3.8,66668.11
47.0,66869.42,27.0,11.0,34.7,4.94,Engineering,Rajshahi,4.0,6.0,9.6,0.418,25.0,9.6,65639.4
51.0,52606.22,29.0,12.0,43.3,4.42,Sales,Rajshahi,4.0,5.0,128.6,,29.0,11.4,51096.3
57.0,78706.91,35.0,10.0,0.0,,Finance,Rajshahi,3.0,4.0,7.2,0.679,33.0,5.0,79673.54
23.0,44124.69,,14.0,35.9,7.03,Marketing,Chittagong,,5.0,42.9,0.326,3.0,5.7,31575.44
40.0,45689.49,,19.0,37.3,8.37,Sales,Sylhet,5.0,,28.7,0.421,18.0,10.9,53474.27
,72499.1,45.0,15.0,48.0,6.14,Engineering,Chittagong,3.0,6.0,23.1,0.82,,8.6,74574.2
51.0,59137.04,29.0,19.0,30.1,6.13,Sales,Rajshahi,5.0,5.0,6.3,0.536,27.0,10.3,55821.94
65.0,71603.65,43.0,16.0,46.7,7.54,Sales,Khulna,2.0,10.0,22.3,0.131,41.0,8.8,75802.53
60.0,70669.52,39.0,9.0,56.0,6.23,Engineering,Sylhet,4.0,5.0,11.0,0.839,37.0,2.6,76501.87
28.0,35859.27,10.0,8.0,,6.0,Engineering,Rajshahi,3.0,3.0,8.9,,10.0,3.9,32269.33
54.0,62448.78,33.0,17.0,30.0,4.37,HR,Sylhet,4.0,4.0,0.1,0.66,32.0,8.1,67297.36
44.0,50214.21,25.0,16.0,50.1,4.9,Finance,Dhaka,4.0,11.0,50.2,0.611,24.0,11.6,57183.98
46.0,67844.3,28.0,19.0,29.1,4.34,Engineering,Khulna,4.0,3.0,13.8,0.691,27.0,0.0,72478.44
37.0,63820.19,19.0,17.0,47.7,,Engineering,Chittagong,3.0,4.0,2.9,0.866,19.0,1.3,58245.73
33.0,55317.78,12.0,12.0,38.1,6.29,Sales,Rajshahi,3.0,5.0,4.0,0.477,11.0,1.0,45241.5
64.0,68723.56,46.0,13.0,38.6,4.12,Finance,Chittagong,4.0,4.0,17.3,0.427,44.0,11.5,72509.83
65.0,78702.71,44.0,18.0,55.6,5.53,Sales,Sylhet,3.0,2.0,41.7,0.925,44.0,1.6,75563.0
68.0,68279.68,47.0,13.0,39.2,8.49,Marketing,Sylhet,3.0,8.0,51.1,0.532,45.0,13.2,78809.85
24.0,34466.36,4.0,14.0,19.1,5.66,Marketing,Khulna,3.0,6.0,16.3,0.317,4.0,5.9,40926.16
32.0,54274.57,,18.0,48.5,9.31,Engineering,Dhaka,4.0,2.0,36.6,0.446,10.0,3.7,47516.28
42.0,61117.93,24.0,8.0,47.1,8.7,Marketing,Dhaka,3.0,7.0,7.9,0.494,24.0,5.5,58142.86
33.0,48657.96,11.0,14.0,42.6,8.55,Sales,Dhaka,4.0,8.0,83.6,0.273,9.0,1.8,46593.63
63.0,78728.2,,18.0,31.3,6.43,Marketing,Sylhet,,6.0,,0.589,43.0,2.6,75289.17
24.0,,5.0,16.0,55.5,6.53,Engineering,Khulna,5.0,4.0,8.5,0.478,3.0,0.0,35394.96
50.0,57564.98,28.0,10.0,32.2,5.21,Engineering,Chittagong,2.0,1.0,26.0,0.76,,4.0,53898.09
66.0,84099.83,45.0,16.0,47.1,6.86,HR,Khulna,5.0,3.0,22.4,0.387,45.0,3.3,83030.59
61.0,64266.83,43.0,15.0,48.6,5.99,Finance,Rajshahi,3.0,7.0,1.3,0.207,42.0,1.1,64538.48
38.0,53837.0,17.0,,37.2,5.49,Sales,Rajshahi,4.0,5.0,29.8,0.792,16.0,4.1,47318.48
65.0,71335.59,44.0,,42.6,8.39,Marketing,Sylhet,5.0,5.0,0.1,0.727,42.0,5.3,79770.33
64.0,,42.0,19.0,40.5,7.11,Engineering,Rajshahi,3.0,8.0,20.6,0.048,42.0,11.3,72210.36
35.0,49795.86,15.0,14.0,52.5,6.79,Marketing,Khulna,2.0,3.0,0.8,0.215,14.0,1.7,39907.24
34.0,53212.48,13.0,8.0,56.9,8.33,Sales,Sylhet,3.0,10.0,76.7,0.24,12.0,0.0,40878.0
45.0,62738.84,27.0,14.0,39.4,10.0,Sales,Khulna,5.0,5.0,31.3,0.592,27.0,7.5,64107.39
69.0,74320.11,49.0,9.0,38.2,7.92,Sales,Khulna,4.0,3.0,22.3,0.196,48.0,8.0,79281.02
62.0,77485.21,41.0,9.0,53.7,5.98,Sales,Khulna,1.0,7.0,9.6,0.181,39.0,5.3,77379.13
64.0,63943.2,44.0,19.0,41.5,6.58,Finance,Khulna,3.0,10.0,32.0,0.501,44.0,,77396.46
65.0,65451.17,47.0,18.0,34.6,9.03,Marketing,Dhaka,4.0,3.0,5.0,0.203,45.0,0.5,71711.99
37.0,49033.42,16.0,12.0,48.1,6.39,Marketing,Dhaka,5.0,,1.4,0.16,14.0,7.1,43249.32
39.0,62794.73,17.0,12.0,42.8,8.61,Engineering,Sylhet,4.0,3.0,21.4,0.608,16.0,0.0,56882.84
24.0,28026.95,6.0,8.0,28.9,7.62,Marketing,Khulna,4.0,7.0,33.2,0.267,6.0,1.3,27650.74
31.0,50960.6,12.0,17.0,50.7,9.27,Finance,Sylhet,4.0,4.0,31.9,,11.0,14.6,43186.95
63.0,83233.1,41.0,15.0,38.5,3.99,Finance,Dhaka,4.0,11.0,5.9,0.391,40.0,7.6,87612.42
19.0,48424.93,0.0,12.0,39.1,7.94,Engineering,Dhaka,3.0,2.0,4.7,,,4.6,28446.65
49.0,52826.07,31.0,17.0,42.5,4.88,Finance,Dhaka,2.0,8.0,17.2,0.813,29.0,3.4,57707.96
40.0,43329.09,21.0,8.0,49.0,6.85,HR,Khulna,2.0,9.0,9.0,0.109,19.0,1.4,39800.93
50.0,45932.42,28.0,14.0,27.7,3.81,Engineering,Dhaka,4.0,,25.8,0.364,28.0,5.0,46695.47
62.0,81064.92,41.0,11.0,44.7,5.31,Engineering,Sylhet,5.0,3.0,14.4,0.513,39.0,7.1,76448.73
63.0,65922.25,42.0,16.0,42.8,6.13,Sales,Dhaka,2.0,4.0,10.9,0.149,41.0,3.5,75335.75
53.0,55445.0,31.0,13.0,32.3,7.71,HR,Rajshahi,5.0,3.0,9.3,0.666,29.0,0.0,51530.59
36.0,39841.68,17.0,15.0,42.7,5.92,Engineering,Sylhet,2.0,4.0,8.4,0.85,17.0,13.7,40872.34
56.0,53298.83,36.0,18.0,39.8,7.6,Engineering,Chittagong,3.0,3.0,2.8,0.306,36.0,11.7,57837.38
55.0,67846.2,37.0,13.0,25.6,6.59,Engineering,Dhaka,4.0,7.0,10.2,0.929,36.0,6.7,78419.69
59.0,,39.0,10.0,25.5,6.88,HR,Khulna,1.0,3.0,40.5,0.124,38.0,0.4,62755.76
48.0,61579.56,29.0,12.0,24.6,6.03,Sales,Khulna,3.0,7.0,14.2,0.102,29.0,3.7,57774.55
23.0,42471.29,4.0,10.0,29.2,7.15,Marketing,Rajshahi,4.0,3.0,24.6,0.688,2.0,7.0,28884.18
43.0,47663.5,22.0,10.0,35.0,6.29,Engineering,Sylhet,2.0,4.0,27.2,0.067,21.0,3.8,
53.0,73466.88,31.0,14.0,31.7,7.54,Engineering,Khulna,5.0,6.0,8.9,0.065,30.0,0.0,77801.28
41.0,51528.44,22.0,17.0,42.3,7.31,Sales,DHAKA,3.0,2.0,10.2,0.451,22.0,10.3,54279.31
18.0,34783.05,0.0,9.0,50.3,8.14,Sales,Khulna,3.0,7.0,23.3,0.471,0.0,4.2,27673.51
57.0,46567.98,37.0,19.0,,5.79,HR,Khulna,4.0,7.0,23.1,0.514,37.0,6.3,55673.42
44.0,50095.97,22.0,13.0,24.0,6.63,HR,Sylhet,3.0,6.0,19.1,0.599,22.0,12.2,46704.82
45.0,50559.4,24.0,10.0,37.8,5.97,Marketing,Chittagong,4.0,9.0,25.2,0.684,24.0,8.3,46990.68
49.0,68751.98,29.0,19.0,34.2,3.57,Engineering,Sylhet,3.0,3.0,38.2,0.633,28.0,6.1,60002.12
32.0,47345.45,11.0,9.0,30.4,7.08,ENGINEERING,Khulna,3.0,5.0,4.7,0.373,11.0,0.0,45533.29
19.0,25304.63,0.0,8.0,27.7,7.66,Marketing,Rajshahi,5.0,3.0,11.4,0.781,0.0,6.0,26398.94
49.0,69136.61,29.0,10.0,30.5,8.06,Engineering,Khulna,3.0,6.0,6.8,0.73,29.0,6.5,63836.95
49.0,58057.82,31.0,10.0,37.7,8.47,Marketing,Khulna,5.0,6.0,12.9,0.498,30.0,8.8,69577.71
59.0,71814.44,39.0,15.0,43.7,5.5,HR,Sylhet,4.0,6.0,45.9,0.756,37.0,6.3,72712.01
63.0,71286.1,43.0,18.0,27.8,6.98,Engineering,Khulna,4.0,4.0,10.1,,43.0,4.5,80159.72
34.0,46784.66,14.0,13.0,42.0,8.29,Engineering,Dhaka,3.0,8.0,9.2,0.78,12.0,0.0,39750.38
56.0,64494.91,38.0,18.0,53.9,5.96,HR,Khulna,4.0,3.0,71.7,0.209,37.0,11.8,73903.68
52.0,68341.98,33.0,18.0,43.2,8.42,HR,Dhaka,3.0,8.0,6.2,0.259,31.0,10.2,71006.36
25.0,27344.37,5.0,11.0,27.1,8.31,Sales,dhaka,3.0,2.0,26.6,0.228,4.0,0.0,23022.86
62.0,52972.48,40.0,11.0,47.1,6.87,Sales,Rajshahi,4.0,7.0,3.5,0.598,38.0,13.6,68607.5
,63981.68,37.0,18.0,40.8,6.13,HR,Sylhet,4.0,7.0,19.1,0.495,35.0,6.1,61810.11
25.0,,7.0,9.0,29.4,7.48,Sales,Rajshahi,1.0,7.0,,0.862,5.0,10.5,36954.46
22.0,33539.37,2.0,15.0,36.1,5.23,Finance,Khulna,3.0,3.0,4.4,0.053,2.0,3.3,34772.17
58.0,59093.55,39.0,16.0,51.0,4.08,Sales,Dhaka,4.0,5.0,1.8,0.687,39.0,0.8,69619.69
53.0,58293.8,33.0,11.0,34.4,8.88,Engineering,Sylhet,3.0,6.0,0.6,0.238,32.0,3.1,58900.24
38.0,54208.83,,8.0,59.7,6.23,Engineering,Khulna,3.0,7.0,20.1,0.779,19.0,2.1,54869.35
55.0,70893.35,37.0,12.0,43.6,5.21,Sales,Khulna,1.0,4.0,3.2,0.641,36.0,6.1,62285.96
61.0,67699.43,42.0,16.0,46.5,5.34,Sales,Rajshahi,4.0,4.0,51.6,0.264,40.0,2.2,70303.69
69.0,92743.45,47.0,16.0,43.7,5.55,Sales,Dhaka,4.0,2.0,0.8,0.67,45.0,1.4,86533.63
21.0,13248.09,0.0,18.0,39.8,6.18,Sales,Chittagong,4.0,4.0,1.1,0.655,0.0,8.0,1511.01
27.0,30975.27,6.0,18.0,36.9,6.64,Sales,Sylhet,3.0,5.0,44.0,0.353,5.0,8.9,35019.74
23.0,44981.59,3.0,8.0,,6.22,Engineering,Chittagong,4.0,7.0,0.1,0.394,2.0,0.0,46214.23
65.0,78614.35,46.0,18.0,45.2,6.24,Finance,Dhaka,4.0,4.0,16.1,0.202,46.0,6.9,78274.31
56.0,72020.2,36.0,10.0,45.6,7.93,Marketing,Sylhet,4.0,5.0,14.0,0.361,36.0,4.6,67988.87
63.0,65904.53,41.0,18.0,39.9,7.01,Engineering,Khulna,2.0,9.0,3.2,0.322,41.0,0.0,73946.76
,,34.0,13.0,33.9,7.14,Engineering,Chittagong,5.0,,13.6,0.839,32.0,7.3,61650.56
23.0,41408.79,3.0,11.0,29.4,5.68,HR,Rajshahi,3.0,5.0,24.5,0.446,3.0,9.2,28290.46
21.0,33761.17,1.0,15.0,39.6,5.27,Finance,Sylhet,5.0,3.0,,0.533,1.0,13.7,30295.89
31.0,39621.15,13.0,15.0,31.0,6.11,HR,Dhaka,3.0,6.0,26.9,0.25,12.0,10.2,46280.72
31.0,35772.87,10.0,9.0,44.7,7.86,HR,Khulna,4.0,0.0,0.2,0.461,10.0,1.8,33494.94
63.0,67132.52,45.0,11.0,40.4,6.6,Engineering,Chittagong,4.0,7.0,63.6,,43.0,8.8,74355.68
69.0,77176.47,48.0,14.0,27.0,8.36,Sales,Chittagong,4.0,2.0,50.5,0.735,47.0,7.1,80422.47
52.0,59612.91,33.0,18.0,0.0,6.94,Engineering,Chittagong,4.0,2.0,6.3,0.176,33.0,3.9,65138.94
69.0,80141.27,49.0,17.0,32.6,7.44,HR,Rajshahi,4.0,4.0,20.3,0.675,49.0,11.5,71951.41
20.0,32509.36,0.0,11.0,45.2,7.27,Finance,Dhaka,3.0,9.0,57.5,0.59,0.0,3.7,24390.67
36.0,55551.78,17.0,12.0,46.5,8.43,Sales,Sylhet,3.0,4.0,14.9,0.68,16.0,0.0,52212.85
57.0,66264.65,38.0,8.0,28.4,6.77,Sales,Dhaka,3.0,3.0,7.1,0.371,37.0,7.8,72848.38
53.0,59657.43,31.0,14.0,35.2,6.61,Engineering,Chittagong,2.0,3.0,3.4,,31.0,9.5,57821.34
69.0,86283.44,,19.0,52.2,7.16,Sales,Rajshahi,3.0,6.0,39.3,0.357,46.0,7.0,77475.83
31.0,49592.35,12.0,12.0,52.7,8.33,HR,Sylhet,3.0,5.0,20.4,0.11,11.0,1.7,41783.61
62.0,63196.13,43.0,13.0,39.2,7.77,Finance,Khulna,5.0,7.0,22.1,0.88,43.0,9.0,75055.56
28.0,25142.52,6.0,13.0,35.5,7.1,Sales,Khulna,2.0,3.0,36.4,0.448,5.0,0.0,23356.46
65.0,49984.56,43.0,8.0,39.5,4.83,Engineering,Sylhet,4.0,6.0,2.7,0.542,42.0,9.1,58188.36
28.0,45713.13,8.0,8.0,,6.89,Finance,Sylhet,4.0,7.0,8.2,0.763,6.0,5.7,42068.88
40.0,50184.31,18.0,15.0,38.3,6.17,HR,Sylhet,2.0,,19.3,0.835,18.0,6.6,40084.72
62.0,75025.05,41.0,12.0,52.7,4.11,Sales,Rajshahi,3.0,6.0,65.2,0.236,41.0,8.7,71574.43
33.0,53319.59,12.0,16.0,36.9,6.78,Engineering,Sylhet,3.0,9.0,,0.811,11.0,4.6,50258.94
40.0,55987.78,19.0,13.0,,7.77,Engineering,Dhaka,5.0,6.0,6.6,0.504,17.0,4.7,49699.66
